N,Z,E,U(E),known,A,N-Z,N/Z
130,86,7758.6553,0.0267,1,216,44,1.5116279069767442
129,87,7742.4513,0.0193,1,216,42,1.4827586206896552
128,88,7737.3458,0.0371,1,216,40,1.4545454545454546
127,89,7711.2319,0.0427,1,216,38,1.4269662921348314
126,90,7697.6617,0.0514,1,216,36,1.4
125,91,7659.2006,0.1141,1,216,34,1.3736263736263736
124,92,7631.3072,0.1301,1,216,32,1.3478260869565217
136,81,7693.0,2.0,0,217,55,1.6790123456790123
135,82,7719.0,1.0,0,217,53,1.646341463414634
134,83,7731.8491,0.0816,1,217,51,1.6144578313253013
133,84,7741.3614,0.0302,1,217,49,1.5833333333333333
132,85,7744.6172,0.023,1,217,47,1.5529411764705883
131,86,7744.4037,0.0193,1,217,45,1.5232558139534884
130,87,7737.775,0.0301,1,217,43,1.4942528735632183
129,88,7726.9122,0.0325,1,217,41,1.4659090909090908
128,89,7710.3448,0.0517,1,217,39,1.4382022471910112
127,90,7690.5945,0.0489,1,217,37,1.4111111111111112
126,91,7664.6438,0.0576,1,217,35,1.3846153846153846
125,92,7634.0,0.0,0,217,33,1.358695652173913
137,81,7672.0,2.0,0,218,56,1.691358024691358
136,82,7705.0,1.0,0,218,54,1.6585365853658536
135,83,7712.828,0.1239,1,218,52,1.6265060240963856
134,84,7731.53,0.009,1,218,50,1.5952380952380953
133,85,7729.1175,0.0528,1,218,48,1.5647058823529412
132,86,7738.7527,0.0106,1,218,46,1.5348837209302326
131,87,7726.7143,0.0194,1,218,44,1.5057471264367817
130,88,7725.0241,0.045,1,218,42,1.4772727272727273
129,89,7702.145,0.2643,1,218,40,1.449438202247191
128,90,7691.6026,0.0482,1,218,38,1.4222222222222223
127,91,7659.1935,0.0819,1,218,36,1.3956043956043955
126,92,7640.7191,0.0629,1,218,34,1.3695652173913044
137,82,7684.0,2.0,0,219,55,1.670731707317073
136,83,7700.0,1.0,0,219,53,1.6385542168674698
135,84,7713.334,0.0723,1,219,51,1.6071428571428572
134,85,7720.197,0.0148,1,219,49,1.576470588235294
133,86,7723.7784,0.0096,1,219,47,1.5465116279069768
132,87,7721.1759,0.0314,1,219,45,1.5172413793103448
131,88,7714.056,0.0311,1,219,43,1.4886363636363635
130,89,7700.5489,0.2351,1,219,41,1.4606741573033708
129,90,7683.7655,0.2578,1,219,39,1.4333333333333333
128,91,7661.3783,0.3183,1,219,37,1.4065934065934067
127,92,7636.2867,0.0609,1,219,35,1.3804347826086956
126,93,7604.6732,0.4199,1,219,33,1.3548387096774193
138,82,7670.0,2.0,0,220,56,1.6829268292682926
137,83,7681.0,1.0,0,220,54,1.6506024096385543
136,84,7703.2244,0.0804,1,220,52,1.619047619047619
135,85,7703.7033,0.0635,1,220,50,1.588235294117647
134,86,7717.2552,0.0082,1,220,48,1.558139534883721
133,87,7709.743,0.0183,1,220,46,1.528735632183908
132,88,7711.6879,0.0345,1,220,44,1.5
131,89,7692.3515,0.0279,1,220,42,1.4719101123595506
130,90,7684.4964,0.0622,1,220,40,1.4444444444444444
129,91,7655.5364,0.0666,1,220,38,1.4175824175824177
128,92,7640.0,0.0,0,220,36,1.391304347826087
127,93,7602.0758,0.1396,1,220,34,1.3655913978494623
138,83,7668.0,1.0,0,221,55,1.6626506024096386
137,84,7684.4814,0.0885,1,221,53,1.630952380952381
136,85,7694.4754,0.0632,1,221,51,1.6
135,86,7701.3941,0.0259,1,221,49,1.569767441860465
134,87,7703.2572,0.0221,1,221,47,1.5402298850574712
133,88,7701.1352,0.021,1,221,45,1.5113636363636365
132,89,7690.5039,0.2575,1,221,43,1.4831460674157304
131,90,7676.064,0.0362,1,221,41,1.4555555555555555
130,91,7656.9809,0.2687,1,221,39,1.4285714285714286
129,92,7634.6849,0.3264,1,221,37,1.4021739130434783
128,93,7607.0,1.0,0,221,35,1.3763440860215055
127,94,7576.0,1.0,0,221,33,1.351063829787234
139,83,7648.0,1.0,0,222,56,1.6746987951807228
138,84,7674.0054,0.1804,1,222,54,1.6428571428571428
137,85,7677.3878,0.0713,1,222,52,1.611764705882353
136,86,7694.4991,0.0088,1,222,50,1.5813953488372092
135,87,7690.9474,0.0336,1,222,48,1.5517241379310345
134,88,7696.6931,0.0201,1,222,46,1.5227272727272727
133,89,7682.8015,0.0212,1,222,44,1.4943820224719102
132,90,7676.6592,0.046,1,222,42,1.4666666666666666
131,91,7651.2373,0.3901,1,222,40,1.4395604395604396
130,92,7637.7651,0.2342,1,222,38,1.4130434782608696
129,93,7602.7013,0.1714,1,222,36,1.3870967741935485
128,94,7582.0,1.0,0,222,34,1.3617021276595744
140,83,7636.0,2.0,0,223,57,1.6867469879518073
139,84,7655.0,1.0,0,223,55,1.6547619047619047
138,85,7668.0557,0.0627,1,223,53,1.6235294117647059
137,86,7678.172,0.0351,1,223,51,1.5930232558139534
136,87,7683.6655,0.0087,1,223,49,1.5632183908045978
135,88,7685.3101,0.0094,1,223,47,1.5340909090909092
134,89,7679.1479,0.0312,1,223,45,1.5056179775280898
133,90,7668.6426,0.0356,1,223,43,1.4777777777777779
132,91,7651.8957,0.3392,1,223,41,1.4505494505494505
131,92,7631.7611,0.2648,1,223,39,1.423913043478261
130,93,7607.5654,0.3716,1,223,37,1.3978494623655915
129,94,7580.0,1.0,0,223,35,1.372340425531915
128,95,7547.0,1.0,0,223,33,1.3473684210526315
141,83,7616.0,2.0,0,224,58,1.6987951807228916
140,84,7644.0,1.0,0,224,56,1.6666666666666667
139,85,7650.7354,0.0998,1,224,54,1.6352941176470588
138,86,7670.7514,0.0438,1,224,52,1.6046511627906976
137,87,7670.368,0.0499,1,224,50,1.5747126436781609
136,88,7679.9236,0.0081,1,224,48,1.5454545454545454
135,89,7670.1438,0.0183,1,224,46,1.5168539325842696
134,90,7667.7162,0.0429,1,224,44,1.488888888888889
133,91,7646.9612,0.0339,1,224,42,1.4615384615384615
132,92,7635.0742,0.0681,1,224,40,1.434782608695652
131,93,7603.5032,0.1291,1,224,38,1.4086021505376345
130,94,7586.0,1.0,0,224,36,1.3829787234042554
129,95,7546.0,2.0,0,224,34,1.3578947368421053
141,84,7626.0,1.0,0,225,57,1.6785714285714286
140,85,7641.0,1.0,0,225,55,1.6470588235294117
139,86,7654.3581,0.0495,1,225,53,1.6162790697674418
138,87,7662.9412,0.0532,1,225,51,1.5862068965517242
137,88,7667.5866,0.0115,1,225,49,1.5568181818181819
136,89,7665.6906,0.0211,1,225,47,1.5280898876404494
135,90,7659.2229,0.0226,1,225,45,1.5
134,91,7646.6504,0.3639,1,225,43,1.4725274725274726
133,92,7629.7717,0.0442,1,225,41,1.4456521739130435
132,93,7607.4231,0.4072,1,225,39,1.4193548387096775
131,94,7583.0,1.0,0,225,37,1.3936170212765957
130,95,7553.0,2.0,0,225,35,1.368421052631579
142,84,7614.0,2.0,0,226,58,1.6904761904761905
141,85,7624.0,1.0,0,226,56,1.6588235294117648
140,86,7646.4108,0.0464,1,226,54,1.627906976744186
139,87,7648.3768,0.0276,1,226,52,1.5977011494252873
138,88,7661.9636,0.0085,1,226,50,1.5681818181818181
137,89,7655.6628,0.0137,1,226,48,1.5393258426966292
136,90,7657.1195,0.0198,1,226,46,1.511111111111111
135,91,7641.1093,0.0496,1,226,44,1.4835164835164836
134,92,7631.9166,0.049,1,226,42,1.4565217391304348
133,93,7604.1714,0.4516,1,226,40,1.4301075268817205
132,94,7588.0,1.0,0,226,38,1.4042553191489362
131,95,7552.0,1.0,0,226,36,1.3789473684210527
143,84,7596.0,2.0,0,227,59,1.7023809523809523
142,85,7613.0,1.0,0,227,57,1.6705882352941177
141,86,7630.0508,0.0621,1,227,55,1.6395348837209303
140,87,7640.7162,0.026,1,227,53,1.6091954022988506
139,88,7648.3048,0.0086,1,227,51,1.5795454545454546
138,89,7650.7084,0.0085,1,227,49,1.550561797752809
137,90,7647.4591,0.0092,1,227,47,1.5222222222222221
136,91,7639.4945,0.032,1,227,45,1.4945054945054945
135,92,7626.2918,0.0375,1,227,43,1.4673913043478262
134,93,7607.2771,0.3392,1,227,41,1.4408602150537635
133,94,7585.0,0.0,0,227,39,1.4148936170212767
132,95,7558.0,1.0,0,227,37,1.3894736842105264
143,85,7596.0,2.0,0,228,58,1.6823529411764706
142,86,7621.6457,0.0775,1,228,56,1.6511627906976745
141,87,7626.3689,0.0295,1,228,54,1.6206896551724137
140,88,7642.4289,0.0088,1,228,52,1.5909090909090908
139,89,7639.1973,0.0092,1,228,50,1.5617977528089888
138,90,7645.0807,0.0079,1,228,48,1.5333333333333334
137,91,7632.2076,0.019,1,228,46,1.5054945054945055
136,92,7627.4763,0.0591,1,228,44,1.4782608695652173
135,93,7604.0,0.0,0,228,42,1.4516129032258065
134,94,7590.4039,0.1024,1,228,40,1.425531914893617
133,95,7557.0,1.0,0,228,38,1.4
144,85,7585.0,2.0,0,229,59,1.6941176470588235
143,86,7605.6227,0.0569,1,229,57,1.6627906976744187
142,87,7618.338,0.0218,1,229,55,1.632183908045977
141,88,7628.4862,0.0674,1,229,53,1.6022727272727273
140,89,7633.2446,0.0529,1,229,51,1.5730337078651686
139,90,7634.651,0.0105,1,229,49,1.5444444444444445
138,91,7629.8752,0.0143,1,229,47,1.5164835164835164
137,92,7620.7218,0.0259,1,229,45,1.4891304347826086
136,93,7605.9921,0.4418,1,229,43,1.4623655913978495
135,94,7586.8834,0.2648,1,229,41,1.4361702127659575
134,95,7562.5697,0.4644,1,229,39,1.4105263157894736
144,86,7595.0,1.0,0,230,58,1.6744186046511629
143,87,7603.7052,0.0284,1,230,56,1.6436781609195403
142,88,7621.9144,0.0448,1,230,54,1.6136363636363635
141,89,7621.4604,0.0689,1,230,52,1.5842696629213484
140,90,7630.9974,0.0053,1,230,50,1.5555555555555556
139,91,7621.8958,0.0132,1,230,48,1.5274725274725274
138,92,7620.9227,0.0196,1,230,46,1.5
137,93,7601.7751,0.2392,1,230,44,1.4731182795698925
136,94,7591.0016,0.0628,1,230,42,1.446808510638298
135,95,7562.0,1.0,0,230,40,1.4210526315789473
145,86,7579.0,1.0,0,231,59,1.686046511627907
144,87,7594.5009,0.0335,1,231,57,1.6551724137931034
143,88,7607.8418,0.0492,1,231,55,1.625
142,89,7615.0768,0.0565,1,231,53,1.595505617977528
141,90,7620.1188,0.0053,1,231,51,1.5666666666666667
140,91,7618.4267,0.0077,1,231,49,1.5384615384615385
139,92,7613.3879,0.0116,1,231,47,1.5108695652173914
138,93,7602.1321,0.2214,1,231,45,1.4838709677419355
137,94,7587.1224,0.0955,1,231,43,1.4574468085106382
136,95,7566.0,1.0,0,231,41,1.431578947368421
135,96,7542.0,1.0,0,231,39,1.40625
145,87,7579.3481,0.0602,1,232,58,1.6666666666666667
144,88,7600.0099,0.0394,1,232,56,1.6363636363636365
143,89,7602.4245,0.0562,1,232,54,1.6067415730337078
142,90,7615.0338,0.0061,1,232,52,1.5777777777777777
141,91,7609.5072,0.033,1,232,50,1.5494505494505495
140,92,7611.8984,0.0078,1,232,48,1.5217391304347827
139,93,7597.0,0.0,0,232,46,1.4946236559139785
138,94,7588.9839,0.0728,1,232,44,1.4680851063829787
137,95,7564.0,1.0,0,232,42,1.4421052631578948
136,96,7548.0,1.0,0,232,40,1.4166666666666667
146,87,7569.2398,0.084,1,233,59,1.6781609195402298
145,88,7585.5644,0.0369,1,233,57,1.6477272727272727
144,89,7595.1939,0.056,1,233,55,1.6179775280898876
143,90,7602.8937,0.0061,1,233,53,1.5888888888888888
142,91,7604.8675,0.0057,1,233,51,1.5604395604395604
141,92,7603.9574,0.0097,1,233,49,1.5326086956521738
140,93,7596.1816,0.2188,1,233,47,1.5053763440860215
139,94,7583.7968,0.2325,1,233,45,1.4787234042553192
138,95,7567.0,0.0,0,233,43,1.4526315789473685
137,96,7546.002,0.348,1,233,41,1.4270833333333333
136,97,7519.0,1.0,0,233,39,1.402061855670103
146,88,7576.5439,0.0358,1,234,58,1.6590909090909092
145,89,7582.1297,0.0597,1,234,56,1.6292134831460674
144,90,7596.8557,0.0111,1,234,54,1.6
143,91,7594.6837,0.0175,1,234,52,1.5714285714285714
142,92,7600.716,0.0048,1,234,50,1.5434782608695652
141,93,7589.6382,0.0359,1,234,48,1.5161290322580645
140,94,7584.6061,0.0291,1,234,46,1.4893617021276595
139,95,7564.0,1.0,0,234,44,1.4631578947368422
138,96,7550.6868,0.073,1,234,42,1.4375
137,97,7519.0,1.0,0,234,40,1.4123711340206186
147,88,7561.0,1.0,0,235,59,1.6704545454545454
146,89,7573.5051,0.0595,1,235,57,1.6404494382022472
145,90,7584.3862,0.0555,1,235,55,1.6111111111111112
144,91,7588.4139,0.0595,1,235,53,1.5824175824175823
143,92,7590.9151,0.0048,1,235,51,1.5543478260869565
142,93,7587.0571,0.0059,1,235,49,1.5268817204301075
141,94,7578.8799,0.0873,1,235,47,1.5
140,95,7565.1582,0.2246,1,235,45,1.4736842105263157
139,96,7547.0,0.0,0,235,43,1.4479166666666667
138,97,7524.0,2.0,0,235,41,1.422680412371134
147,89,7559.2423,0.1618,1,236,58,1.651685393258427
146,90,7576.9688,0.0592,1,236,56,1.6222222222222222
145,91,7577.5573,0.0592,1,236,54,1.5934065934065933
144,92,7586.4854,0.0047,1,236,52,1.565217391304348
143,93,7579.2148,0.2136,1,236,50,1.5376344086021505
142,94,7577.9192,0.0077,1,236,48,1.5106382978723405
141,95,7561.0,1.0,0,236,46,1.4842105263157894
140,96,7550.309,0.0747,1,236,44,1.4583333333333333
139,97,7523.0,2.0,0,236,42,1.4329896907216495
148,89,7550.0,2.0,0,237,59,1.6629213483146068
147,90,7563.4433,0.0668,1,237,57,1.6333333333333333
146,91,7570.3847,0.055,1,237,55,1.6043956043956045
145,92,7576.1026,0.0051,1,237,53,1.576086956521739
144,93,7574.9895,0.0047,1,237,51,1.5483870967741935
143,94,7570.7599,0.0072,1,237,49,1.5212765957446808
142,95,7561.0,0.0,0,237,47,1.4947368421052631
141,96,7546.6241,0.3139,1,237,45,1.46875
140,97,7527.0,1.0,0,237,43,1.443298969072165
139,98,7503.3507,0.4107,1,237,41,1.4183673469387754
148,90,7555.0,1.0,0,238,58,1.6444444444444444
147,91,7558.3449,0.0665,1,238,56,1.6153846153846154
146,92,7570.1262,0.0063,1,238,54,1.5869565217391304
145,93,7566.222,0.0048,1,238,52,1.5591397849462365
144,94,7568.3611,0.0048,1,238,50,1.5319148936170213
143,95,7555.5853,0.2475,1,238,48,1.5052631578947369
142,96,7547.9966,0.0514,1,238,46,1.4791666666666667
141,97,7525.0,1.0,0,238,44,1.4536082474226804
140,98,7509.0,1.0,0,238,42,1.4285714285714286
149,90,7540.0,2.0,0,239,59,1.6555555555555554
148,91,7550.0,1.0,0,239,57,1.6263736263736264
147,92,7558.5624,0.0063,1,239,55,1.5978260869565217
146,93,7560.568,0.0055,1,239,53,1.5698924731182795
145,94,7560.3187,0.0047,1,239,51,1.5425531914893618
144,95,7553.6891,0.0083,1,239,49,1.5157894736842106
143,96,7543.0659,0.6279,1,239,47,1.4895833333333333
142,97,7527.0,1.0,0,239,45,1.4639175257731958
141,98,7507.0,1.0,0,239,43,1.4387755102040816
140,99,7481.0,1.0,0,239,41,1.4141414141414141
149,91,7537.0,1.0,0,240,58,1.6373626373626373
148,92,7551.7705,0.0106,1,240,56,1.608695652173913
147,93,7550.1743,0.071,1,240,54,1.5806451612903225
146,94,7556.0433,0.0046,1,240,52,1.553191489361702
145,95,7547.0136,0.0576,1,240,50,1.5263157894736843
144,96,7542.8617,0.0079,1,240,48,1.5
143,97,7523.0,1.0,0,240,46,1.4742268041237114
142,98,7510.24,0.0751,1,240,44,1.4489795918367347
141,99,7481.0,2.0,0,240,42,1.4242424242424243
150,91,7528.0,1.0,0,241,59,1.6483516483516483
149,92,7539.0,1.0,0,241,57,1.6195652173913044
148,93,7544.0426,0.415,1,241,55,1.5913978494623655
147,94,7546.4395,0.0046,1,241,53,1.5638297872340425
146,95,7543.2795,0.0046,1,241,51,1.5368421052631578
145,96,7536.8488,0.0067,1,241,49,1.5104166666666667
144,97,7524.0,1.0,0,241,47,1.4845360824742269
143,98,7507.0,1.0,0,241,45,1.4591836734693877
142,99,7485.0,1.0,0,241,43,1.4343434343434343
141,100,7459.0,1.0,0,241,41,1.41
150,92,7532.0,1.0,0,242,58,1.6304347826086956
149,93,7533.4042,0.8265,1,242,56,1.6021505376344085
148,94,7541.3284,0.0052,1,242,54,1.574468085106383
147,95,7534.9917,0.0046,1,242,52,1.5473684210526315
146,96,7534.504,0.0047,1,242,50,1.5208333333333333
145,97,7519.0,1.0,0,242,48,1.4948453608247423
144,98,7509.0991,0.0533,1,242,46,1.469387755102041
143,99,7483.0,1.0,0,242,44,1.4444444444444444
142,100,7465.0,2.0,0,242,42,1.42
151,92,7518.0,1.0,0,243,59,1.641304347826087
150,93,7526.0,0.0,0,243,57,1.6129032258064515
149,94,7531.0087,0.0105,1,243,55,1.5851063829787233
148,95,7530.1742,0.0057,1,243,53,1.5578947368421052
147,96,7526.9261,0.0062,1,243,51,1.53125
146,97,7517.5021,0.0186,1,243,49,1.5051546391752577
145,98,7505.0,1.0,0,243,47,1.4795918367346939
144,99,7486.0,1.0,0,243,45,1.4545454545454546
143,100,7464.0,1.0,0,243,43,1.43
151,93,7514.0,0.0,0,244,58,1.6236559139784945
150,94,7524.8154,0.0096,1,244,56,1.5957446808510638
149,95,7521.3095,0.0061,1,244,54,1.568421052631579
148,96,7523.9527,0.0045,1,244,52,1.5416666666666667
147,97,7511.4759,0.059,1,244,50,1.5154639175257731
146,98,7505.1373,0.0107,1,244,48,1.489795918367347
145,99,7483.0,1.0,0,244,46,1.4646464646464648
144,100,7468.0,1.0,0,244,44,1.44
143,101,7438.0,2.0,0,244,42,1.4158415841584158
152,93,7506.0,1.0,0,245,59,1.6344086021505377
151,94,7513.2822,0.0556,1,245,57,1.6063829787234043
150,95,7515.3043,0.0077,1,245,55,1.5789473684210527
149,96,7515.7677,0.0047,1,245,53,1.5520833333333333
148,97,7509.2714,0.0073,1,245,51,1.5257731958762886
147,98,7499.6644,0.0099,1,245,49,1.5
146,99,7485.0,1.0,0,245,47,1.4747474747474747
145,100,7465.0,1.0,0,245,45,1.45
144,101,7441.0,1.0,0,245,43,1.4257425742574257
152,94,7506.5401,0.0609,1,246,58,1.6170212765957446
151,95,7505.0,0.0,0,246,56,1.5894736842105264
150,96,7511.4716,0.0062,1,246,54,1.5625
149,97,7502.8035,0.244,1,246,52,1.5360824742268042
148,98,7499.122,0.0062,1,246,50,1.510204081632653
147,99,7480.7849,0.3655,1,246,48,1.4848484848484849
146,100,7467.9608,0.0556,1,246,46,1.46
145,101,7441.0,1.0,0,246,44,1.4356435643564356
153,94,7493.0,1.0,0,247,59,1.627659574468085
152,95,7499.0,0.0,0,247,57,1.6
151,96,7501.9318,0.0154,1,247,55,1.5729166666666667
150,97,7498.9408,0.021,1,247,53,1.5463917525773196
149,98,7493.2638,0.058,1,247,51,1.5204081632653061
148,99,7480.1005,0.0787,1,247,49,1.494949494949495
147,100,7464.0,1.0,0,247,47,1.47
146,101,7444.0,1.0,0,247,45,1.4455445544554455
153,95,7487.0,1.0,0,248,58,1.6105263157894736
152,96,7496.7291,0.0095,1,248,56,1.5833333333333333
151,97,7490.5975,0.2018,1,248,54,1.556701030927835
150,98,7491.044,0.0207,1,248,52,1.530612244897959
149,99,7476.0,0.0,0,248,50,1.505050505050505
148,100,7465.9451,0.0343,1,248,48,1.48
147,101,7442.0,1.0,0,248,46,1.4554455445544554
146,102,7424.0,1.0,0,248,44,1.4313725490196079
154,95,7479.0,1.0,0,249,59,1.6210526315789473
153,96,7485.551,0.0095,1,249,57,1.59375
152,97,7486.041,0.005,1,249,55,1.5670103092783505
151,98,7483.3954,0.0048,1,249,53,1.5408163265306123
150,99,7474.0,0.0,0,249,51,1.5151515151515151
149,100,7461.8649,0.0249,1,249,49,1.49
148,101,7444.0169,0.6603,1,249,47,1.4653465346534653
147,102,7422.0,1.0,0,249,45,1.4411764705882353
154,96,7478.9385,0.0411,1,250,58,1.6041666666666667
153,97,7475.9594,0.0116,1,250,56,1.577319587628866
152,98,7479.9567,0.0062,1,250,54,1.5510204081632653
151,99,7469.0,0.0,0,250,52,1.5252525252525253
150,100,7462.0905,0.0316,1,250,50,1.5
149,101,7441.6533,0.3637,1,250,48,1.4752475247524752
148,102,7426.0,1.0,0,250,46,1.4509803921568627
155,96,7466.7233,0.0904,1,251,59,1.6145833333333333
154,97,7469.2637,0.0428,1,251,57,1.5876288659793814
153,98,7470.5014,0.0155,1,251,55,1.5612244897959184
152,99,7465.8842,0.0211,1,251,53,1.5353535353535352
151,100,7457.0013,0.0569,1,251,51,1.51
150,101,7441.9005,0.0754,1,251,49,1.4851485148514851
149,102,7423.0,1.0,0,251,47,1.4607843137254901
148,103,7400.0,1.0,0,251,45,1.4368932038834952
156,96,7460.0,1.0,0,252,60,1.625
155,97,7459.0,1.0,0,252,58,1.597938144329897
154,98,7465.3474,0.0094,1,252,56,1.5714285714285714
153,99,7457.2428,0.1986,1,252,54,1.5454545454545454
152,100,7456.0351,0.0207,1,252,52,1.52
151,101,7438.4444,0.3622,1,252,50,1.495049504950495
150,102,7425.7992,0.0369,1,252,48,1.4705882352941178
149,103,7400.0,1.0,0,252,46,1.4466019417475728
156,97,7451.0,1.0,0,253,59,1.6082474226804124
155,98,7454.8297,0.0168,1,253,57,1.5816326530612246
154,99,7452.8879,0.0049,1,253,55,1.5555555555555556
153,100,7448.4712,0.0061,1,253,53,1.53
152,101,7438.0,0.0,0,253,51,1.504950495049505
151,102,7422.4719,0.0273,1,253,49,1.4803921568627452
150,103,7402.918,0.6503,1,253,47,1.4563106796116505
149,104,7380.0,2.0,0,253,45,1.4326923076923077
157,97,7440.0,1.0,0,254,60,1.6185567010309279
156,98,7449.2259,0.0451,1,254,58,1.5918367346938775
155,99,7443.5759,0.0116,1,254,56,1.5656565656565657
154,100,7444.7936,0.0073,1,254,54,1.54
153,101,7432.0,0.0,0,254,52,1.5148514851485149
152,102,7423.5909,0.038,1,254,50,1.4901960784313726
151,103,7401.1306,0.3595,1,254,48,1.4660194174757282
150,104,7384.0,1.0,0,254,46,1.4423076923076923
157,98,7438.0,1.0,0,255,59,1.6020408163265305
156,99,7437.8216,0.0424,1,255,57,1.5757575757575757
155,100,7435.886,0.0154,1,255,55,1.55
154,101,7428.7333,0.0218,1,255,53,1.5247524752475248
153,102,7417.9403,0.0551,1,255,51,1.5
152,103,7402.5767,0.0694,1,255,49,1.4757281553398058
151,104,7382.0,1.0,0,255,47,1.4519230769230769
150,105,7359.0,1.0,0,255,45,1.4285714285714286
158,98,7432.0,1.0,0,256,60,1.6122448979591837
157,99,7428.0,0.0,0,256,58,1.5858585858585859
156,100,7431.7888,0.0118,1,256,56,1.56
155,101,7421.0,0.0,0,256,54,1.5346534653465347
154,102,7416.5429,0.0295,1,256,52,1.5098039215686274
153,103,7398.1605,0.3238,1,256,50,1.4854368932038835
152,104,7385.4349,0.0697,1,256,48,1.4615384615384615
151,105,7359.0,1.0,0,256,46,1.438095238095238
158,99,7422.0,2.0,0,257,59,1.595959595959596
157,100,7422.1942,0.0169,1,257,57,1.57
156,101,7417.5845,0.0061,1,257,55,1.5445544554455446
155,102,7409.6587,0.0241,1,257,53,1.5196078431372548
154,103,7397.0,0.0,0,257,51,1.4951456310679612
153,104,7381.7053,0.0421,1,257,49,1.4711538461538463
152,105,7361.9767,0.6406,1,257,47,1.4476190476190476
159,99,7412.0,2.0,0,258,60,1.606060606060606
158,100,7418.0,1.0,0,258,58,1.58
157,101,7409.6615,0.0135,1,258,56,1.5544554455445545
156,102,7407.0,0.0,0,258,54,1.5294117647058822
155,103,7392.0,0.0,0,258,52,1.5048543689320388
154,104,7382.5257,0.0624,1,258,50,1.4807692307692308
153,105,7359.4803,0.356,1,258,48,1.457142857142857
152,106,7342.0,2.0,0,258,46,1.4339622641509433
159,100,7407.0,1.0,0,259,59,1.59
158,101,7405.0,0.0,0,259,57,1.5643564356435644
157,102,7399.9714,0.0246,1,259,55,1.5392156862745099
156,103,7390.0,0.0,0,259,53,1.5145631067961165
155,104,7377.0,0.0,0,259,51,1.4903846153846154
154,105,7360.3626,0.2189,1,259,49,1.4666666666666666
153,106,7340.0,1.0,0,259,47,1.4433962264150944
160,100,7402.0,2.0,0,260,60,1.6
159,101,7396.0,1.0,0,260,58,1.5742574257425743
158,102,7397.0,1.0,0,260,56,1.5490196078431373
157,103,7383.0,0.0,0,260,54,1.5242718446601942
156,104,7377.0,1.0,0,260,52,1.5
155,105,7357.0,0.0,0,260,50,1.4761904761904763
154,106,7342.5632,0.079,1,260,48,1.4528301886792452
153,107,7314.0,1.0,0,260,46,1.4299065420560748
160,101,7391.0,2.0,0,261,59,1.5841584158415842
159,102,7388.0,1.0,0,261,57,1.5588235294117647
158,103,7381.0,1.0,0,261,55,1.5339805825242718
157,104,7371.3858,0.2516,1,261,53,1.5096153846153846
156,105,7357.0,0.0,0,261,51,1.4857142857142858
155,106,7339.771,0.0709,1,261,49,1.4622641509433962
154,107,7317.3313,0.6889,1,261,47,1.439252336448598
161,101,7382.0,2.0,0,262,60,1.5940594059405941
160,102,7385.0,1.0,0,262,58,1.5686274509803921
159,103,7374.0,1.0,0,262,56,1.5436893203883495
158,104,7370.0,1.0,0,262,54,1.5192307692307692
157,105,7352.0,1.0,0,262,52,1.4952380952380953
156,106,7341.1736,0.0846,1,262,50,1.471698113207547
155,107,7315.7331,0.3552,1,262,48,1.4485981308411215
161,102,7376.0,2.0,0,263,59,1.5784313725490196
160,103,7371.0,1.0,0,263,57,1.5533980582524272
159,104,7364.0,1.0,0,263,55,1.5288461538461537
158,105,7352.0,1.0,0,263,53,1.5047619047619047
157,106,7337.0,0.0,0,263,51,1.4811320754716981
156,107,7318.0,1.0,0,263,49,1.4579439252336448
155,108,7295.0,1.0,0,263,47,1.4351851851851851
162,102,7371.0,2.0,0,264,60,1.588235294117647
161,103,7363.0,2.0,0,264,58,1.5631067961165048
160,104,7361.0,1.0,0,264,56,1.5384615384615385
159,105,7346.0,1.0,0,264,54,1.5142857142857142
158,106,7338.0,1.0,0,264,52,1.490566037735849
157,107,7315.0,1.0,0,264,50,1.4672897196261683
156,108,7298.3762,0.1094,1,264,48,1.4444444444444444
162,103,7359.0,2.0,0,265,59,1.5728155339805825
161,104,7354.0,1.0,0,265,57,1.5480769230769231
160,105,7345.0,1.0,0,265,55,1.5238095238095237
159,106,7333.0,1.0,0,265,53,1.5
158,107,7316.0,1.0,0,265,51,1.4766355140186915
157,108,7296.2474,0.0904,1,265,49,1.4537037037037037
156,109,7272.0,2.0,0,265,47,1.4311926605504588
163,103,7349.0,2.0,0,266,60,1.5825242718446602
162,104,7351.0,2.0,0,266,58,1.5576923076923077
161,105,7339.0,1.0,0,266,56,1.5333333333333334
160,106,7332.0,1.0,0,266,54,1.509433962264151
159,107,7313.0,1.0,0,266,52,1.485981308411215
158,108,7298.2611,0.1019,1,266,50,1.462962962962963
157,109,7270.7598,0.3627,1,266,48,1.4403669724770642
163,104,7342.0,2.0,0,267,59,1.5673076923076923
162,105,7337.0,1.0,0,267,57,1.542857142857143
161,106,7327.0,1.0,0,267,55,1.5188679245283019
160,107,7313.0,1.0,0,267,53,1.4953271028037383
159,108,7295.0,0.0,0,267,51,1.4722222222222223
158,109,7273.0,2.0,0,267,49,1.4495412844036697
157,110,7248.0,1.0,0,267,47,1.4272727272727272
164,104,7337.0,2.0,0,268,60,1.5769230769230769
163,105,7328.0,2.0,0,268,58,1.5523809523809524
162,106,7326.0,2.0,0,268,56,1.528301886792453
161,107,7309.0,1.0,0,268,54,1.5046728971962617
160,108,7297.0,1.0,0,268,52,1.4814814814814814
